Features;OoO-N-10;OoO-N-20;OoO-N-30;OoO-N-40;OoO-N-50;OoO-N-60;OoO-N-70;OoO-N-80;OoO-N-90;OoO-N-100;OoO-N-200;OoO-N-300;OoO-S1-10;OoO-S1-20;OoO-S1-30;OoO-S1-40;OoO-S1-50;OoO-S1-60;OoO-S1-70;OoO-S1-80;OoO-S1-90;OoO-S1-100;OoO-S1-200;OoO-S2-10;OoO-S2-20;OoO-S2-30;OoO-S2-40;OoO-S2-50;OoO-S2-60;OoO-S2-70;OoO-S2-80;OoO-S2-90;OoO-S2-100;OoO-S2-200;OoO-S2-300;OoO-S3-10;OoO-S3-20;OoO-S3-30;OoO-S3-40;OoO-S3-50;OoO-S3-60;OoO-S3-70;OoO-S3-80;OoO-S3-90;OoO-S3-100;OoO-S3-200;OoO-S3-300
system.mem_ctrls.dram.bytesRead::total;60962898573;1,16214E+11;1,71466E+11;2,26718E+11;2,81969E+11;3,37221E+11;3,94098E+11;4,49349E+11;5,04601E+11;5,59852E+11;1,11562E+12;1,66976E+12;60198532284;1,1545E+11;1,70702E+11;2,25953E+11;2,81205E+11;3,36456E+11;3,93333E+11;4,48585E+11;5,03836E+11;5,59088E+11;1,11485E+12;60267038262;1,15595E+11;1,70922E+11;2,2625E+11;2,81577E+11;3,36905E+11;3,93858E+11;4,49186E+11;5,04513E+11;5,59841E+11;1,11637E+12;1,67671E+12;67909843225;1,23161E+11;1,78413E+11;2,33664E+11;2,88916E+11;3,44168E+11;4,01045E+11;1,78413E+11;5,11548E+11;5,66799E+11;1,12257E+12;1,67671E+12
system.mem_ctrls.dram.bytesInstRead::cpu.inst;52234751376;99594259976;1,46954E+11;1,94313E+11;2,41673E+11;2,89032E+11;3,37714E+11;3,85073E+11;4,32433E+11;4,79792E+11;9,56031E+11;1,43095E+12;51562484464;98922005040;1,46281E+11;1,93641E+11;2,41001E+11;2,8836E+11;3,37041E+11;3,84401E+11;4,3176E+11;4,7912E+11;9,55359E+11;51622786240;99049252280;1,46476E+11;1,93902E+11;2,41329E+11;2,88755E+11;3,37503E+11;3,8493E+11;4,32356E+11;4,79783E+11;9,5669E+11;1,43706E+12;58344723248;1,05704E+11;1,53064E+11;2,00423E+11;2,47783E+11;2,95142E+11;3,43824E+11;1,53064E+11;4,38543E+11;4,85902E+11;9,62141E+11;1,43706E+12
system.mem_ctrls.dram.bytesInstRead::total;52234751376;99594259976;1,46954E+11;1,94313E+11;2,41673E+11;2,89032E+11;3,37714E+11;3,85073E+11;4,32433E+11;4,79792E+11;9,56031E+11;1,43095E+12;51562484464;98922005040;1,46281E+11;1,93641E+11;2,41001E+11;2,8836E+11;3,37041E+11;3,84401E+11;4,3176E+11;4,7912E+11;9,55359E+11;51622786240;99049252280;1,46476E+11;1,93902E+11;2,41329E+11;2,88755E+11;3,37503E+11;3,8493E+11;4,32356E+11;4,79783E+11;9,5669E+11;1,43706E+12;58344723248;1,05704E+11;1,53064E+11;2,00423E+11;2,47783E+11;2,95142E+11;3,43824E+11;1,53064E+11;4,38543E+11;4,85902E+11;9,62141E+11;1,43706E+12
system.mem_ctrls.dram.bytesWritten::cpu.data;5315813811;9888006203;14460198607;19032391027;23604583411;28176775807;32834607883;37406800287;41978992691;46551185094;92444388516;1,38252E+11;5250430906;9822624860;14394814484;18967008814;23539200328;28111394650;32769225320;37341415650;41913608918;46485802023;92379003182;5256250559;9834902390;14413553521;18992205369;23570857707;28149502424;32813792206;37392430152;41971073858;46549727795;92507390058;1,38846E+11;5909986581;10482178973;15054371377;19626563797;24198756181;28770948577;33428780653;15054371377;42573165461;47145357864;93038561286;1,38846E+11
system.mem_ctrls.dram.bytesWritten::total;5315813811;9888006203;14460198607;19032391027;23604583411;28176775807;32834607883;37406800287;41978992691;46551185094;92444388516;1,38252E+11;5250430906;9822624860;14394814484;18967008814;23539200328;28111394650;32769225320;37341415650;41913608918;46485802023;92379003182;5256250559;9834902390;14413553521;18992205369;23570857707;28149502424;32813792206;37392430152;41971073858;46549727795;92507390058;1,38846E+11;5909986581;10482178973;15054371377;19626563797;24198756181;28770948577;33428780653;15054371377;42573165461;47145357864;93038561286;1,38846E+11
system.mem_ctrls.dram.numReads::cpu.inst;6529343922;12449282497;18369221190;24289159827;30209098383;36129037060;42214199518;48134138184;54054076850;59974015505;1,19504E+11;1,78868E+11;6445310558;12365250630;18285186587;24205127075;30125064746;36045005658;42130166364;48050103242;53970042649;59889982156;1,1942E+11;6452848280;12381156535;18309463809;24237771869;30166080461;36094381938;42187912467;48116207198;54044508202;59972818481;1,19586E+11;1,79632E+11;7293090406;13213028981;19132967674;25052906311;30972844867;36892783544;42977946002;19132967674;54817823334;60737761989;1,20268E+11;1,79632E+11
system.mem_ctrls.dram.numReads::cpu.data;1107056495;2100060651;3093064832;4086069002;5079073156;6072077335;7103694739;8096698914;9089703089;10082707254;20089975486;30058630435;1092451247;2085455684;3078459353;4071463870;5064467859;6057472449;7089089533;8082093368;9075097684;10068102005;20075369816;1093759212;2088215596;3082671806;4077128163;5071584613;6066039728;7099109055;8093562907;9088017920;10082474686;20104240506;30191370032;1239796091;2232800247;3225804428;4218808598;5211812752;6204816931;7236434335;3225804428;9222442685;10215446851;20222715083;30191370032
system.mem_ctrls.dram.numReads::total;7636400417;14549343148;21462286022;28375228829;35288171539;42201114395;49317894257;56230837098;63143779939;70056722759;1,39594E+11;2,08927E+11;7537761805;14450706314;21363645940;28276590945;35189532605;42102478107;49219255897;56132196610;63045140333;69958084161;1,39495E+11;7546607492;14469372131;21392135615;28314900032;35237665074;42160421666;49287021522;56209770105;63132526122;70055293167;1,3969E+11;2,09824E+11;8532886497;15445829228;22358772102;29271714909;36184657619;43097600475;50214380337;22358772102;64040266019;70953208840;1,4049E+11;2,09824E+11
system.mem_ctrls.dram.numWrites::cpu.data;668199165;1239723213;1811247264;2382771316;2954295362;3525819411;4108048791;4679572842;5251096893;5822620945;11559272121;17285217954;658164838;1229689080;1801212783;2372737073;2944261009;3515785312;4098014502;4669538303;5241062458;5812586604;11549237493;659062325;1231582768;1804103110;2376623546;2949144046;3521663604;4104889166;4677407875;5249927328;5822448032;11569046183;17376412524;759393735;1330917783;1902441834;2473965886;3045489932;3617013981;4199243361;1902441834;5342291463;5913815515;11650466691;17376412524
system.mem_ctrls.dram.numWrites::total;668199165;1239723213;1811247264;2382771316;2954295362;3525819411;4108048791;4679572842;5251096893;5822620945;11559272121;17285217954;658164838;1229689080;1801212783;2372737073;2944261009;3515785312;4098014502;4669538303;5241062458;5812586604;11549237493;659062325;1231582768;1804103110;2376623546;2949144046;3521663604;4104889166;4677407875;5249927328;5822448032;11569046183;17376412524;759393735;1330917783;1902441834;2473965886;3045489932;3617013981;4199243361;1902441834;5342291463;5913815515;11650466691;17376412524
system.mem_ctrls.dram.bwRead::cpu.inst;12457211878;12545953223;12577801675;12594188202;12604173252;12610894979;12613181384;12617123717;12620204245;12622677715;12632053805;12635818951;12506022161;12572320653;12595858633;12607916539;12615246961;12620174004;12621126920;12624101164;12626423761;12628287800;12634877530;12501558870;12567273762;12590598969;12602547297;12609810416;12614692973;12615640517;12618587618;12620888742;12622735078;12629267732;12618757353;12078532437;12326058208;12423101482;12474900635;12507115122;12529086124;12542825516;12423101482;12564819294;12572619160;12606626466;12618757353
system.mem_ctrls.dram.bwRead::cpu.data;2081533387;2093654855;2098005136;2100243426;2101607317;2102525460;2105873771;2106039705;2106169365;2106273473;2108637785;2108801117;2094596615;2100608065;2102742332;2103835645;2104500320;2104947039;2107954569;2107864957;2107794970;2107738789;2109375238;2093390020;2099263378;2101348148;2102416056;2103065205;2103501598;2106502718;2106407413;2106332914;2106273088;2107894270;2104349193;1980172421;2035660092;2057414211;2069025991;2076247488;2081172713;2087446370;2057414211;2091691293;2093196709;2101996127;2104349193
system.mem_ctrls.dram.bwRead::total;14538745264;14639608078;14675806812;14694431628;14705780568;14713420439;14719055154;14723163422;14726373610;14728951188;14740691590;14744620069;14600618776;14672928718;14698600965;14711752184;14719747281;14725121043;14729081489;14731966121;14734218731;14736026590;14744252768;14594948890;14666537140;14691947117;14704963354;14712875622;14718194571;14722143235;14724995031;14727221656;14729008166;14737162002;14723106545;14058704859;14361718300;14480515693;14543926626;14583362610;14610258837;14630271886;14480515693;14656510587;14665815869;14708622593;14723106545
system.mem_ctrls.dram.bwInstRead::cpu.inst;12457211878;12545953223;12577801675;12594188202;12604173252;12610894979;12613181384;12617123717;12620204245;12622677715;12632053805;12635818951;12506022161;12572320653;12595858633;12607916539;12615246961;12620174004;12621126920;12624101164;12626423761;12628287800;12634877530;12501558870;12567273762;12590598969;12602547297;12609810416;12614692973;12615640517;12618587618;12620888742;12622735078;12629267732;12618757353;12078532437;12326058208;12423101482;12474900635;12507115122;12529086124;12542825516;12423101482;12564819294;12572619160;12606626466;12618757353
system.mem_ctrls.dram.bwInstRead::total;12457211878;12545953223;12577801675;12594188202;12604173252;12610894979;12613181384;12617123717;12620204245;12622677715;12632053805;12635818951;12506022161;12572320653;12595858633;12607916539;12615246961;12620174004;12621126920;12624101164;12626423761;12628287800;12634877530;12501558870;12567273762;12590598969;12602547297;12609810416;12614692973;12615640517;12618587618;12620888742;12622735078;12629267732;12618757353;12078532437;12326058208;12423101482;12474900635;12507115122;12529086124;12542825516;12423101482;12564819294;12572619160;12606626466;12618757353
system.mem_ctrls.dram.bwWrite::cpu.data;1267742589;1245598525;1237651207;1233562195;1231070583;1229393272;1226331630;1225653572;1225123739;1224698317;1221469529;1220817966;1273445334;1248389470;1239494108;1234937041;1232166752;1230304606;1227103367;1226328813;1225723942;1225238482;1221737573;1272913196;1247842946;1238944474;1234386187;1231615288;1229752774;1226556916;1225781508;1225175950;1224689986;1221190690;1219203389;1223486215;1222315757;1221856866;1221611927;1221459599;1221355703;1219495701;1221856866;1219776932;1219876668;1219054867;1219203389
system.mem_ctrls.dram.bwWrite::total;1267742589;1245598525;1237651207;1233562195;1231070583;1229393272;1226331630;1225653572;1225123739;1224698317;1221469529;1220817966;1273445334;1248389470;1239494108;1234937041;1232166752;1230304606;1227103367;1226328813;1225723942;1225238482;1221737573;1272913196;1247842946;1238944474;1234386187;1231615288;1229752774;1226556916;1225781508;1225175950;1224689986;1221190690;1219203389;1223486215;1222315757;1221856866;1221611927;1221459599;1221355703;1219495701;1221856866;1219776932;1219876668;1219054867;1219203389
system.mem_ctrls.dram.bwTotal::cpu.inst;12457211878;12545953223;12577801675;12594188202;12604173252;12610894979;12613181384;12617123717;12620204245;12622677715;12632053805;12635818951;12506022161;12572320653;12595858633;12607916539;12615246961;12620174004;12621126920;12624101164;12626423761;12628287800;12634877530;12501558870;12567273762;12590598969;12602547297;12609810416;12614692973;12615640517;12618587618;12620888742;12622735078;12629267732;12618757353;12078532437;12326058208;12423101482;12474900635;12507115122;12529086124;12542825516;12423101482;12564819294;12572619160;12606626466;12618757353
system.mem_ctrls.dram.bwTotal::cpu.data;3349275976;3339253380;3335656343;3333805621;3332677900;3331918731;3332205401;3331693276;3331293104;3330971790;3330107314;3329619084;3368041949;3348997534;3342236440;3338772686;3336667071;3335251646;3335057935;3334193771;3333518913;3332977271;3331112810;3366303216;3347106324;3340292622;3336802244;3334680493;3333254372;3333059634;3332188921;3331508864;3330963074;3329084960;3323552582;3203658637;3257975849;3279271077;3290637917;3297707087;3302528416;3306942071;3279271077;3311468225;3313073377;3321050994;3323552582
system.mem_ctrls.dram.bwTotal::total;15806487853;15885206603;15913458019;15927993823;15936851151;15942813710;15945386784;15948816993;15951497349;15953649505;15962161119;15965438035;15874064111;15921318187;15938095073;15946689225;15951914033;15955425649;15956184856;15958294934;15959942674;15961265072;15965990341;15867862085;15914380086;15930891591;15939349541;15944490910;15947947345;15948700151;15950776539;15952397606;15953698152;15958352692;15942309934;15282191074;15584034057;15702372559;15765538552;15804822209;15831614540;15849767587;15702372559;15876287518;15885692537;15927677460;15942309934
system.mem_ctrls.dram.readBursts;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.writeBursts;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.totQLat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.totBusLat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.totMemAccLat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.readRowHits;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.writeRowHits;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.bytesRead;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.bytesWritten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.avgRdBW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.avgWrBW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.peakBW;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800
system.mem_ctrls.dram.busUtil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.busUtilRead;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.busUtilWrite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.power_state.pwrStateResidencyTicks::UNDEFINED;4,19313E+12;7,93836E+12;1,16836E+13;1,54288E+13;1,9174E+13;2,29193E+13;2,67747E+13;3,05199E+13;3,42651E+13;3,80103E+13;7,56829E+13;1,13245E+14;4,12301E+12;7,86824E+12;1,16135E+13;1,53587E+13;1,91039E+13;2,28491E+13;2,67045E+13;3,04498E+13;3,4195E+13;3,79402E+13;7,56128E+13;4,12931E+12;7,88152E+12;1,16337E+13;1,5386E+13;1,91382E+13;2,28904E+13;2,67528E+13;3,0505E+13;3,42572E+13;3,80094E+13;7,57518E+13;1,13883E+14;4,83045E+12;8,57567E+12;1,23209E+13;1,60661E+13;1,98113E+13;2,35566E+13;2,7412E+13;1,23209E+13;3,49024E+13;3,86476E+13;7,63202E+13;1,13883E+14
system.mem_ctrls.dram.rank0.actEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.preEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.readEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.writeEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.refreshEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.actBackEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.preBackEnergy;1,61016E+12;3,04833E+12;4,4865E+12;5,92466E+12;7,36283E+12;8,80099E+12;1,02815E+13;1,17196E+13;1,31578E+13;1,4596E+13;2,90622E+13;4,34862E+13;1,58324E+12;3,0214E+12;4,45957E+12;5,89773E+12;7,3359E+12;8,77407E+12;1,02545E+13;1,16927E+13;1,31309E+13;1,4569E+13;2,90353E+13;1,58565E+12;3,0265E+12;4,46735E+12;5,90821E+12;7,34906E+12;8,7899E+12;1,02731E+13;1,17139E+13;1,31548E+13;1,45956E+13;2,90887E+13;4,37309E+13;1,85489E+12;3,29306E+12;4,73122E+12;6,16939E+12;7,60756E+12;9,04572E+12;1,05262E+13;4,73122E+12;1,34025E+13;1,48407E+13;2,9307E+13;4,37309E+13
system.mem_ctrls.dram.rank0.actPowerDownEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.prePowerDownEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.selfRefreshEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.totalEnergy;1,61016E+12;3,04833E+12;4,4865E+12;5,92466E+12;7,36283E+12;8,80099E+12;1,02815E+13;1,17196E+13;1,31578E+13;1,4596E+13;2,90622E+13;4,34862E+13;1,58324E+12;3,0214E+12;4,45957E+12;5,89773E+12;7,3359E+12;8,77407E+12;1,02545E+13;1,16927E+13;1,31309E+13;1,4569E+13;2,90353E+13;1,58565E+12;3,0265E+12;4,46735E+12;5,90821E+12;7,34906E+12;8,7899E+12;1,02731E+13;1,17139E+13;1,31548E+13;1,45956E+13;2,90887E+13;4,37309E+13;1,85489E+12;3,29306E+12;4,73122E+12;6,16939E+12;7,60756E+12;9,04572E+12;1,05262E+13;4,73122E+12;1,34025E+13;1,48407E+13;2,9307E+13;4,37309E+13
system.mem_ctrls.dram.rank0.averagePower;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384
